city,date,fare,ride_id
Nguyenbury,2016/04/07 06:59:00,19.01,4650000000000 
Kellershire,2016/06/25 06:44:00,26.28,9320000000000 
Lake Stevenbury,2016/03/05 14:09:00,27.68,716000000000 
Lake Sarashire,2016/07/09 05:23:00,21.92,1010000000000 
West Jefferyfurt,2016/09/08 05:29:00,20.41,741000000000 
Wiseborough,2016/07/01 03:59:00,8.28,1130000000000 
Spencertown,2016/03/04 07:28:00,44.15,2930000000000 
Carrollfort,2016/11/29 19:04:00,23.59,9660000000000 
Jacobfort,2016/11/18 16:19:00,37.31,6740000000000 
Wiseborough,2016/11/26 17:24:00,7.42,6770000000000 
Jacobfort,2016/11/10 05:11:00,22.1,3640000000000 
New Andreamouth,2016/11/05 02:09:00,41.26,6730000000000 
Alyssaberg,2016/10/28 00:13:00,40.47,7110000000000 
Williamshire,2016/11/15 02:03:00,26.79,6860000000000 
New Christine,2016/03/01 06:47:00,35.53,811000000000 
Smithhaven,2016/01/11 05:46:00,21.67,2620000000000 
Port Samantha,2016/08/07 07:06:00,40.96,1480000000000 
New Aaron,2016/10/11 02:49:00,13.03,6750000000000 
Nguyenbury,2016/08/07 23:33:00,32.21,3310000000000 
Sarabury,2016/08/14 19:56:00,7.83,4980000000000 
Swansonbury,2016/11/22 10:34:00,33.17,4970000000000 
Kelseyland,2016/01/25 08:47:00,9.29,214000000000 
West Dawnfurt,2016/03/30 02:38:00,43.05,8270000000000 
Swansonbury,2016/10/09 04:32:00,42.58,495000000000 
Port Samantha,2016/06/15 20:23:00,29.34,7030000000000 
Lake Stevenbury,2016/03/11 00:39:00,17.65,5220000000000 
Carrollfort,2016/01/13 00:26:00,44.75,517000000000 
New Maryport,2016/09/13 09:09:00,40.93,4390000000000 
Swansonbury,2016/09/10 13:14:00,28.62,4570000000000 
Nguyenbury,2016/09/20 10:38:00,42.5,8780000000000 
East Erin,2016/09/28 07:41:00,33.5,825000000000 
Alyssaberg,2016/07/21 13:43:00,18.02,5820000000000 
West Peter,2016/08/01 23:45:00,19.16,2870000000000 
Alvarezhaven,2016/05/26 11:36:00,39.28,8880000000000 
Travisville,2016/08/06 13:51:00,9.49,355000000000 
Stewartview,2016/04/08 09:00:00,17.49,2600000000000 
Wiseborough,2016/04/16 02:07:00,20.76,524000000000 
Zimmermanmouth,2016/08/09 04:35:00,26.63,2330000000000 
Spencertown,2016/01/05 03:19:00,34.86,6290000000000 
West Brittanyton,2016/08/09 07:46:00,19.17,5490000000000 
Torresshire,2016/03/10 09:11:00,16.7,2990000000000 
Wiseborough,2016/02/20 05:53:00,43.92,7950000000000 
Travisville,2016/10/11 01:02:00,43.96,1080000000000 
Kimberlychester,2016/07/26 01:07:00,30.08,832000000000 
Russellport,2016/01/04 08:24:00,26.01,1080000000000 
Lake Stevenbury,2016/08/24 13:41:00,20.71,5040000000000 
South Josephville,2016/08/31 04:27:00,32.65,2480000000000 
Jacobfort,2016/01/05 15:34:00,7.75,25236397335 
New David,2016/11/28 00:01:00,25.8,6930000000000 
New Aaron,2016/01/02 17:29:00,16.77,8110000000000 
Antoniomouth,2016/11/04 11:06:00,14.44,9930000000000 
Davistown,2016/04/29 11:46:00,8.47,5950000000000 
West Brandy,2016/11/10 17:40:00,10.13,6870000000000 
Port Johnstad,2016/02/25 07:35:00,9.95,5090000000000 
Rodriguezburgh,2016/07/16 10:59:00,21.65,8520000000000 
Aprilchester,2016/08/06 07:30:00,14.91,3700000000000 
Port Josephfurt,2016/05/02 20:00:00,27.3,2510000000000 
Mooreview,2016/08/05 13:20:00,38.45,5760000000000 
Nguyenbury,2016/02/28 06:07:00,8.41,8580000000000 
Lake Sarashire,2016/10/28 01:03:00,38.64,64134810300 
West Brandy,2016/01/18 08:05:00,40.96,3840000000000 
Smithhaven,2016/01/12 08:42:00,25.23,9740000000000 
Zimmermanmouth,2016/08/12 02:53:00,34.84,7180000000000 
South Josephville,2016/03/13 06:50:00,19.84,709000000000 
Port Josephfurt,2016/09/13 21:50:00,38.27,1420000000000 
Maryside,2016/01/14 17:40:00,21.34,6990000000000 
Sarabury,2016/01/06 03:02:00,5.19,9990000000000 
Port Johnstad,2016/10/02 02:55:00,39.86,1210000000000 
West Alexis,2016/03/29 01:34:00,11.32,2570000000000 
Carrollfort,2016/07/03 15:44:00,23.26,5800000000000 
Edwardsbury,2016/04/06 19:40:00,15.86,1170000000000 
East Erin,2016/09/27 18:13:00,28.95,1380000000000 
New Jeffrey,2016/09/18 19:55:00,7.43,4290000000000 
Fosterside,2016/05/11 13:59:00,7.65,6730000000000 
Kellershire,2016/11/26 22:37:00,42.37,9960000000000 
Lake Jeffreyland,2016/10/31 15:51:00,40.59,1090000000000 
Lisaville,2016/06/26 14:09:00,15.81,9430000000000 
Davidtown,2016/11/10 07:19:00,11.83,996000000000 
West Brandy,2016/06/08 20:12:00,38.93,3010000000000 
Davistown,2016/06/04 18:13:00,35.48,9640000000000 
Alyssaberg,2016/12/02 10:56:00,37.05,3630000000000 
Nguyenbury,2016/09/06 15:59:00,30.56,2570000000000 
West Peter,2016/05/21 04:03:00,37.04,2680000000000 
Smithhaven,2016/04/22 21:43:00,8.23,3770000000000 
Lisaville,2016/08/31 20:52:00,6.29,7550000000000 
Port Josephfurt,2016/05/13 07:55:00,39.76,5260000000000 
Pamelahaven,2016/02/26 20:48:00,26,34209065249 
Lake Stevenbury,2016/01/28 02:04:00,27.07,744000000000 
Yolandafurt,2016/10/15 09:08:00,32.99,7250000000000 
Sarabury,2016/03/29 15:47:00,17,3570000000000 
Kelseyland,2016/11/10 01:57:00,20.58,3400000000000 
Davidtown,2016/05/29 18:55:00,34.22,5090000000000 
East Erin,2016/08/08 19:41:00,39.79,2030000000000 
New Jeffrey,2016/06/24 16:08:00,23.68,7970000000000 
Swansonbury,2016/03/13 18:09:00,26.65,5540000000000 
Eriktown,2016/12/04 23:09:00,33.27,331000000000 
Alvarezhaven,2016/01/28 23:53:00,9.87,2750000000000 
West Alexis,2016/09/23 03:55:00,18.48,7050000000000 
Vickimouth,2016/01/07 00:07:00,5.21,212000000000 
Prattfurt,2016/06/14 04:07:00,13.85,7020000000000 
West Sydneyhaven,2016/01/21 08:13:00,33.69,2510000000000 
New Jeffrey,2016/02/08 07:15:00,22.33,7580000000000 
Lisatown,2016/04/20 10:10:00,11.93,8950000000000 
Edwardsbury,2016/03/13 18:42:00,41.07,1900000000000 
South Josephville,2016/10/27 02:16:00,14.83,1020000000000 
New Christine,2016/05/11 04:37:00,44.62,1330000000000 
West Dawnfurt,2016/05/16 19:34:00,31.5,3260000000000 
Port Josephfurt,2016/10/28 19:37:00,33.67,2120000000000 
Mooreview,2016/11/16 17:08:00,14.13,8090000000000 
Alvarezhaven,2016/04/25 08:50:00,31.82,7950000000000 
Kellershire,2016/09/25 09:29:00,42.9,9950000000000 
Yolandafurt,2016/09/24 14:53:00,21.25,8000000000000 
Davidtown,2016/02/03 18:31:00,22.05,8250000000000 
Port Samantha,2016/06/25 01:09:00,8.82,617000000000 
Stewartview,2016/04/12 13:56:00,28.57,3730000000000 
Arnoldview,2016/11/20 02:14:00,19.44,8430000000000 
Zimmermanmouth,2016/05/11 17:45:00,37.04,9090000000000 
South Bryanstad,2016/06/29 06:05:00,32.39,1640000000000 
West Dawnfurt,2016/05/25 21:32:00,14.57,6640000000000 
Stewartview,2016/05/20 05:27:00,41.88,6120000000000 
Lisaville,2016/01/13 01:46:00,5.74,4970000000000 
Pamelahaven,2016/04/28 13:58:00,17.43,91221495577 
New David,2016/08/20 16:26:00,42.89,3270000000000 
Kimberlychester,2016/05/27 14:10:00,12.66,8010000000000 
Edwardsbury,2016/01/04 06:07:00,19.65,9010000000000 
New Andreamouth,2016/04/22 22:08:00,22.91,6080000000000 
Yolandafurt,2016/04/27 10:08:00,41.96,963000000000 
West Jefferyfurt,2016/03/26 03:21:00,10.72,346000000000 
Smithhaven,2016/01/21 16:45:00,36.41,1860000000000 
West Jefferyfurt,2016/11/14 17:44:00,41.78,1120000000000 
Arnoldview,2016/08/15 04:42:00,9.53,2870000000000 
Alvarezhaven,2016/09/16 14:36:00,20.61,8310000000000 
Lake Sarashire,2016/08/01 09:48:00,25.32,1730000000000 
South Louis,2016/04/02 17:00:00,34.7,4420000000000 
Port Johnstad,2016/01/20 15:00:00,9.6,2860000000000 
Sandymouth,2016/07/09 10:53:00,12.89,8170000000000 
West Brandy,2016/10/31 13:28:00,24.86,380000000000 
South Louis,2016/05/02 20:58:00,40.86,2110000000000 
Yolandafurt,2016/07/30 10:52:00,17.1,9310000000000 
Yolandafurt,2016/02/25 06:52:00,26.78,7820000000000 
Lisaville,2016/01/03 06:26:00,44.07,7750000000000 
South Roy,2016/08/25 03:24:00,40.56,7590000000000 
West Sydneyhaven,2016/02/29 06:49:00,30.76,945000000000 
South Louis,2016/06/06 09:51:00,6.18,3870000000000 
Davidtown,2016/09/25 08:12:00,8.7,4900000000000 
Yolandafurt,2016/09/08 11:16:00,12.06,6620000000000 
Jacobfort,2016/06/21 12:12:00,32.99,697000000000 
Davistown,2016/06/14 16:04:00,36.5,3850000000000 
Port Martinberg,2016/12/04 14:51:00,14.4,195000000000 
West Alexis,2016/10/16 10:50:00,9.6,7830000000000 
West Peter,2016/03/29 14:07:00,41.34,6030000000000 
New Maryport,2016/05/11 05:20:00,43.67,7730000000000 
Port Martinberg,2016/11/09 13:16:00,33.52,5310000000000 
Kimberlychester,2016/10/21 03:27:00,32.16,8270000000000 
Zimmermanmouth,2016/01/28 01:13:00,43.51,2490000000000 
West Jefferyfurt,2016/12/01 03:23:00,28.03,6680000000000 
Port Martinberg,2016/11/27 01:04:00,6.84,5040000000000 
South Josephville,2016/01/24 20:32:00,19.48,6040000000000 
Lake Stevenbury,2016/01/09 17:18:00,37.12,3350000000000 
Maryside,2016/07/12 09:31:00,34.72,9080000000000 
Russellport,2016/04/15 08:21:00,6.96,1690000000000 
Lake Jeffreyland,2016/02/28 17:11:00,27.52,5780000000000 
South Josephville,2016/07/09 19:50:00,23.29,8930000000000 
Fosterside,2016/06/01 06:32:00,6.54,9740000000000 
West Jefferyfurt,2016/03/27 10:42:00,13.39,1430000000000 
New Jeffrey,2016/04/04 20:56:00,32.9,1580000000000 
Yolandafurt,2016/10/04 02:52:00,10.59,6500000000000 
Antoniomouth,2016/04/18 21:10:00,18.17,510000000000 
Williamshire,2016/09/07 19:44:00,21.39,2680000000000 
Alvarezhaven,2016/03/16 22:24:00,31.08,7410000000000 
Alvarezhaven,2016/01/20 06:52:00,42.41,7830000000000 
Torresshire,2016/03/30 11:21:00,43.16,4450000000000 
Lisaville,2016/07/26 00:46:00,35.74,2320000000000 
Lisaville,2016/02/09 11:33:00,15.65,5340000000000 
Carrollfort,2016/11/22 11:14:00,39.24,1920000000000 
West Dawnfurt,2016/09/01 12:26:00,31.07,5270000000000 
Pamelahaven,2016/08/24 03:25:00,5.75,9470000000000 
South Bryanstad,2016/09/27 22:34:00,33.54,4070000000000 
Wiseborough,2016/02/19 08:39:00,33.78,7190000000000 
West Peter,2016/10/15 14:24:00,33.98,7420000000000 
Lisaville,2016/01/23 11:09:00,9.35,7850000000000 
Edwardsbury,2016/05/20 12:21:00,31.62,9780000000000 
Yolandafurt,2016/03/22 22:33:00,43.36,640000000000 
South Louis,2016/05/23 10:05:00,27.25,8860000000000 
Port Martinberg,2016/11/18 11:20:00,11.98,8140000000000 
Stewartview,2016/11/25 09:06:00,18.7,9760000000000 
South Roy,2016/10/31 21:45:00,28.07,9950000000000 
Nguyenbury,2016/07/16 16:37:00,26.6,5120000000000 
Lake Stevenbury,2016/03/24 11:58:00,6.36,1630000000000 
Port Samantha,2016/07/24 02:02:00,43.19,9830000000000 
Williamshire,2016/04/26 16:22:00,20.7,7180000000000 
New Christine,2016/04/26 04:02:00,20.22,1670000000000 
Kelseyland,2016/08/15 11:55:00,27.45,8460000000000 
Davistown,2016/09/19 09:09:00,35.84,499000000000 
Aprilchester,2016/02/20 15:43:00,15.39,5480000000000 
West Brittanyton,2016/04/05 08:31:00,41.3,7700000000000 
South Bryanstad,2016/06/05 05:07:00,14.5,5650000000000 
West Brittanyton,2016/01/18 02:50:00,31.07,7280000000000 
Sarabury,2016/11/20 11:44:00,28.47,3790000000000 
Port Johnstad,2016/01/09 16:42:00,21.06,6440000000000 
Lake Jennaton,2016/09/22 13:51:00,21.59,6630000000000 
Port Martinberg,2016/02/16 21:14:00,25.83,2240000000000 
Aprilchester,2016/06/03 06:18:00,36.62,5990000000000 
Vickimouth,2016/08/17 03:09:00,22.06,4530000000000 
New Jeffrey,2016/08/09 04:33:00,23.89,3800000000000 
East Douglas,2016/04/20 22:39:00,29.35,3950000000000 
South Louis,2016/01/02 10:08:00,31.02,6840000000000 
Edwardsbury,2016/03/21 19:04:00,41.75,8930000000000 
Kellershire,2016/03/13 00:52:00,10.91,1080000000000 
Arnoldview,2016/08/17 11:57:00,21.78,6040000000000 
New Christine,2016/07/10 23:25:00,32.66,5930000000000 
Kimberlychester,2016/04/21 12:07:00,5.72,5640000000000 
Carrollfort,2016/03/22 07:16:00,18.82,1390000000000 
Nguyenbury,2016/01/20 07:53:00,25.89,2810000000000 
Williamshire,2016/02/20 20:54:00,27.82,4350000000000 
Spencertown,2016/02/02 16:49:00,5.85,3840000000000 
Lisatown,2016/11/16 03:43:00,10.47,6840000000000 
Russellport,2016/02/18 02:09:00,34.36,126000000000 
Stewartview,2016/01/29 19:50:00,4.44,2110000000000 
Lake Jeffreyland,2016/03/20 23:46:00,22.63,8440000000000 
Edwardsbury,2016/07/03 16:57:00,25.52,5660000000000 
Alvarezhaven,2016/06/25 22:46:00,24.16,9050000000000 
Edwardsbury,2016/04/11 12:58:00,29.82,5970000000000 
New Andreamouth,2016/09/13 22:56:00,11.52,1530000000000 
Lisaville,2016/09/16 18:53:00,23.31,2360000000000 
Jacobfort,2016/10/04 03:20:00,26.17,6420000000000 
Arnoldview,2016/01/11 09:47:00,43.75,4490000000000 
Wiseborough,2016/03/27 06:05:00,32.29,9250000000000 
Edwardsbury,2016/07/30 03:55:00,25.37,9230000000000 
New Andreamouth,2016/06/18 20:26:00,25.75,7120000000000 
Zimmermanmouth,2016/11/28 22:05:00,41.58,7490000000000 
Yolandafurt,2016/06/22 03:24:00,20.53,4140000000000 
East Erin,2016/11/17 19:02:00,33.87,7490000000000 
Arnoldview,2016/02/08 22:37:00,22.88,2430000000000 
West Oscar,2016/02/14 14:25:00,20.63,4860000000000 
Kellershire,2016/08/09 08:37:00,4.56,3430000000000 
Maryside,2016/10/08 05:03:00,35.67,9890000000000 
Spencertown,2016/06/24 02:33:00,27.18,5100000000000 
New Aaron,2016/03/23 01:00:00,33.34,4210000000000 
Lake Jeffreyland,2016/02/03 04:42:00,12.68,1950000000000 
Stewartview,2016/06/09 15:27:00,31.44,2080000000000 
Sandymouth,2016/01/06 13:48:00,20.21,1270000000000 
Smithhaven,2016/10/12 05:55:00,4.57,8480000000000 
Swansonbury,2016/05/04 10:19:00,19.84,2170000000000 
Kellershire,2016/01/12 06:57:00,35.44,5620000000000 
West Brandy,2016/01/14 21:11:00,31.44,6180000000000 
Mooreview,2016/08/21 06:14:00,31.1,6950000000000 
West Alexis,2016/05/08 02:47:00,26.93,1030000000000 
Prattfurt,2016/02/25 15:22:00,36.71,3930000000000 
Alvarezhaven,2016/06/21 09:57:00,20.88,9460000000000 
Mooreview,2016/08/12 03:05:00,44.84,237000000000 
Torresshire,2016/01/31 15:24:00,25.62,6880000000000 
Prattfurt,2016/07/30 21:39:00,4.43,8200000000000 
New Christine,2016/06/11 05:38:00,17.3,1670000000000 
Kimberlychester,2016/01/31 21:22:00,38.32,7750000000000 
New Christine,2016/08/07 00:57:00,20.9,7680000000000 
Pearsonberg,2016/01/13 04:51:00,16.25,1750000000000 
Kimberlychester,2016/11/10 18:49:00,10.61,3440000000000 
Mooreview,2016/03/26 08:26:00,14.01,217000000000 
Sandymouth,2016/08/03 04:30:00,8.22,2540000000000 
Davistown,2016/01/16 10:44:00,5.12,4870000000000 
Swansonbury,2016/05/29 03:08:00,10.8,854000000000 
South Josephville,2016/05/29 19:55:00,44.23,8120000000000 
Mooreview,2016/10/08 14:34:00,30.29,9880000000000 
Sarabury,2016/07/17 20:41:00,17.79,9660000000000 
Stewartview,2016/06/11 14:17:00,19.07,4920000000000 
East Erin,2016/02/10 08:43:00,19.01,9750000000000 
New Christine,2016/07/23 19:47:00,23.21,4120000000000 
Carrollfort,2016/02/27 18:37:00,44.51,9350000000000 
New David,2016/08/09 11:20:00,44.44,6240000000000 
Wiseborough,2016/04/28 16:54:00,41.3,3100000000000 
Swansonbury,2016/01/30 08:13:00,21.1,7100000000000 
Zimmermanmouth,2016/04/22 07:47:00,26.23,6060000000000 
Antoniomouth,2016/10/25 15:12:00,40.92,5150000000000 
Antoniomouth,2016/04/28 12:43:00,11.39,6100000000000 
Stewartview,2016/11/21 23:28:00,29.28,2580000000000 
West Oscar,2016/06/24 16:45:00,12.61,5140000000000 
Aprilchester,2016/02/21 09:13:00,27.07,9580000000000 
New Christine,2016/01/15 07:10:00,31.88,5140000000000 
Davistown,2016/07/18 16:45:00,12.81,1650000000000 
Spencertown,2016/02/16 02:44:00,21.21,5920000000000 
Swansonbury,2016/03/09 21:06:00,23.26,730000000000 
Kellershire,2016/08/06 10:39:00,32.55,6350000000000 
Nguyenbury,2016/11/22 09:02:00,24.25,1640000000000 
Lake Stevenbury,2016/03/01 12:52:00,25.31,1380000000000 
Edwardsbury,2016/05/26 23:53:00,5.96,6220000000000 
South Louis,2016/01/13 17:48:00,30.92,9730000000000 
Maryside,2016/10/16 23:48:00,44.22,2890000000000 
Davidtown,2016/06/26 07:05:00,17.1,3810000000000 
Port Johnstad,2016/05/13 06:40:00,38.87,3050000000000 
Travisville,2016/01/26 11:47:00,13.02,444000000000 
West Brandy,2016/08/05 20:15:00,12.85,1820000000000 
South Josephville,2016/08/31 07:56:00,25.22,1290000000000 
Davidtown,2016/04/01 17:47:00,38.12,1930000000000 
Maryside,2016/08/05 23:36:00,8.01,6870000000000 
Davistown,2016/01/15 09:12:00,21.64,3790000000000 
Sarabury,2016/11/06 02:23:00,19.48,7310000000000 
New Aaron,2016/07/01 02:22:00,4.9,4050000000000 
Carrollfort,2016/08/01 22:20:00,37.35,989000000000 
Sandymouth,2016/01/12 22:04:00,43.97,8990000000000 
Carrollfort,2016/07/26 19:41:00,32.92,6900000000000 
New Jeffrey,2016/02/07 10:10:00,9.87,4460000000000 
Pearsonberg,2016/02/13 04:25:00,17.05,2030000000000 
Fosterside,2016/04/26 03:40:00,29.14,4620000000000 
Maryside,2016/09/22 00:38:00,15.92,5940000000000 
West Alexis,2016/01/03 18:29:00,32.37,9180000000000 
West Brandy,2016/09/13 16:54:00,18.61,4950000000000 
South Josephville,2016/11/28 17:14:00,41.55,6060000000000 
Lake Jennaton,2016/01/20 19:07:00,19.67,7670000000000 
Eriktown,2016/10/16 03:23:00,14.4,826000000000 
Torresshire,2016/05/17 06:36:00,21.36,1620000000000 
Prattfurt,2016/05/08 14:33:00,14.96,6090000000000 
Kelseyland,2016/08/01 10:51:00,33.51,6610000000000 
Sandymouth,2016/04/16 23:11:00,33.4,1390000000000 
South Louis,2016/10/28 15:04:00,21.72,6610000000000 
West Peter,2016/02/05 01:21:00,29.48,8800000000000 
Alvarezhaven,2016/09/23 21:51:00,17.67,3830000000000 
West Brittanyton,2016/07/18 01:47:00,16.44,2170000000000 
Mooreview,2016/01/22 05:18:00,36.06,8150000000000 
Kelseyland,2016/04/13 12:07:00,6.56,8100000000000 
Port Samantha,2016/10/22 12:26:00,24.85,4320000000000 
Williamshire,2016/02/03 05:41:00,35.47,3640000000000 
South Josephville,2016/09/27 20:23:00,20.31,3110000000000 
Torresshire,2016/02/14 01:09:00,40.79,5100000000000 
Williamshire,2016/11/06 16:41:00,33.53,28453889331 
Edwardsbury,2016/08/24 22:22:00,27.48,6080000000000 
Davidtown,2016/09/20 16:34:00,35.57,3280000000000 
South Josephville,2016/04/15 11:37:00,22.03,863000000000 
West Sydneyhaven,2016/03/06 04:14:00,18.89,8000000000000 
West Sydneyhaven,2016/12/03 18:22:00,38.06,374000000000 
West Dawnfurt,2016/03/07 11:59:00,25.49,5320000000000 
Prattfurt,2016/06/05 02:53:00,32.51,4490000000000 
Spencertown,2016/06/07 06:22:00,36.33,8190000000000 
Sarabury,2016/09/26 07:30:00,26.71,6310000000000 
Swansonbury,2016/10/22 20:56:00,26.51,2510000000000 
Swansonbury,2016/07/06 07:38:00,35.5,745000000000 
Carrollfort,2016/04/22 00:17:00,14.59,3300000000000 
South Josephville,2016/01/18 13:17:00,30.42,9190000000000 
Eriktown,2016/03/05 16:06:00,39.02,2050000000000 
Alvarezhaven,2016/05/15 20:43:00,40.04,1810000000000 
West Dawnfurt,2016/03/21 03:21:00,32.57,3450000000000 
Pearsonberg,2016/07/13 21:51:00,14.31,5210000000000 
New Jeffrey,2016/10/28 13:36:00,5.91,7690000000000 
West Brittanyton,2016/05/24 01:21:00,29.18,9180000000000 
West Dawnfurt,2016/11/04 21:35:00,41.06,2400000000000 
Lisatown,2016/06/29 09:06:00,12.37,3110000000000 
Pearsonberg,2016/10/27 17:34:00,36.05,2830000000000 
West Peter,2016/05/25 00:54:00,26.43,1300000000000 
Nguyenbury,2016/01/14 06:31:00,20,4200000000000 
Sarabury,2016/06/04 20:50:00,14.19,8770000000000 
Williamshire,2016/07/12 08:03:00,31.25,777000000000 
Swansonbury,2016/03/31 05:01:00,9.5,1500000000000 
Arnoldview,2016/02/06 07:18:00,41.75,9530000000000 
South Louis,2016/09/27 15:50:00,21.79,7850000000000 
New David,2016/10/28 10:22:00,21.83,2070000000000 
Rodriguezburgh,2016/02/11 04:21:00,10,2360000000000 
Smithhaven,2016/09/09 11:41:00,41.08,7480000000000 
Alyssaberg,2016/08/05 08:42:00,13.16,5660000000000 
Lisatown,2016/11/23 13:20:00,18.71,8900000000000 
Lake Jennaton,2016/07/21 01:45:00,39.53,2730000000000 
Port Samantha,2016/03/26 07:09:00,42.89,9400000000000 
Port Josephfurt,2016/06/05 22:30:00,22.74,8400000000000 
Port Samantha,2016/06/14 23:37:00,43.01,9040000000000 
Prattfurt,2016/05/05 16:02:00,31.64,509000000000 
Kelseyland,2016/01/12 22:51:00,20.19,3050000000000 
Lake Sarashire,2016/07/12 12:19:00,7.9,7640000000000 
West Alexis,2016/06/13 10:29:00,26.06,2560000000000 
Antoniomouth,2016/08/02 10:31:00,27.67,9790000000000 
Torresshire,2016/03/28 20:33:00,42.68,388000000000 
Russellport,2016/06/20 18:45:00,4.71,5260000000000 
West Brittanyton,2016/06/05 13:25:00,24.53,669000000000 
West Dawnfurt,2016/06/14 16:29:00,19.59,7750000000000 
West Dawnfurt,2016/06/10 15:02:00,7.81,7730000000000 
West Dawnfurt,2016/11/26 13:54:00,8.7,6770000000000 
Kimberlychester,2016/04/12 19:30:00,18.58,9090000000000 
New David,2016/02/03 11:26:00,42.66,8840000000000 
West Oscar,2016/05/27 14:01:00,44.39,3590000000000 
Eriktown,2016/03/29 23:56:00,18.37,3660000000000 
East Douglas,2016/07/21 23:45:00,26.63,3490000000000 
West Peter,2016/07/22 17:22:00,10.58,4870000000000 
Yolandafurt,2016/08/12 14:44:00,22.04,9100000000000 
Davidtown,2016/10/20 09:56:00,26.56,2100000000000 
Stewartview,2016/05/16 17:50:00,30.59,537000000000 
West Brandy,2016/05/23 05:39:00,34.32,7930000000000 
Lake Stevenbury,2016/03/04 12:45:00,29.95,6330000000000 
Lisatown,2016/09/11 15:56:00,42.66,6050000000000 
Port Samantha,2016/09/28 05:42:00,25,8140000000000 
East Douglas,2016/11/10 16:06:00,17.92,1580000000000 
Alyssaberg,2016/10/06 19:07:00,21.13,1130000000000 
Kelseyland,2016/05/31 01:05:00,35.22,5950000000000 
Rodriguezburgh,2016/02/04 21:02:00,16.11,5860000000000 
Arnoldview,2016/06/24 18:59:00,21.61,4140000000000 
Lake Jennaton,2016/01/03 10:08:00,20.39,9780000000000 
Carrollfort,2016/02/27 05:17:00,43.82,3750000000000 
Spencertown,2016/10/06 08:07:00,38.31,2980000000000 
South Louis,2016/03/08 21:59:00,43.69,3700000000000 
Aprilchester,2016/01/19 19:44:00,9.84,185000000000 
New Maryport,2016/02/17 06:13:00,31.04,8960000000000 
Fosterside,2016/04/20 15:20:00,39.01,6370000000000 
Port Johnstad,2016/10/22 02:57:00,8.7,4900000000000 
Davidtown,2016/05/21 16:42:00,33.58,9180000000000 
New Maryport,2016/06/23 16:05:00,34.16,178000000000 
Eriktown,2016/06/30 00:24:00,12.2,5230000000000 
West Dawnfurt,2016/02/17 21:34:00,35.98,1350000000000 
New David,2016/10/21 09:53:00,6.27,6670000000000 
Lisaville,2016/10/21 15:14:00,38.8,3380000000000 
Sandymouth,2016/09/22 14:12:00,26.58,7810000000000 
Alyssaberg,2016/05/08 02:43:00,28.34,7240000000000 
Kelseyland,2016/07/13 16:53:00,10.31,2180000000000 
East Erin,2016/11/28 05:38:00,7.32,2430000000000 
Travisville,2016/11/11 18:51:00,44.62,4730000000000 
Port Samantha,2016/07/24 18:19:00,11.17,5310000000000 
East Douglas,2016/06/18 06:57:00,22.04,8700000000000 
West Peter,2016/01/10 18:15:00,19.49,3670000000000 
New David,2016/05/29 17:14:00,18.57,8610000000000 
West Peter,2016/11/19 04:06:00,5.56,6610000000000 
Williamshire,2016/08/18 13:36:00,13.57,1680000000000 
Sandymouth,2016/09/05 01:04:00,13.46,2700000000000 
South Bryanstad,2016/08/24 06:00:00,23.54,7520000000000 
Lake Stevenbury,2016/08/01 18:36:00,19.02,4670000000000 
South Bryanstad,2016/09/16 04:09:00,14.24,4380000000000 
South Bryanstad,2016/02/06 17:12:00,28.84,7820000000000 
Wiseborough,2016/08/31 07:06:00,14.63,338000000000 
South Bryanstad,2016/10/31 23:41:00,23.41,3760000000000 
East Erin,2016/01/09 00:18:00,44.82,3070000000000 
South Bryanstad,2016/05/01 23:07:00,42.69,5020000000000 
Port Josephfurt,2016/04/11 12:32:00,30.21,8060000000000 
Torresshire,2016/10/25 03:09:00,39.42,248000000000 
Pamelahaven,2016/04/13 17:55:00,27.19,7060000000000 
Russellport,2016/09/10 02:46:00,34.13,8520000000000 
Wiseborough,2016/11/04 01:13:00,15.13,9040000000000 
Lake Stevenbury,2016/01/07 13:52:00,34.78,6280000000000 
Kelseyland,2016/01/07 07:15:00,11.45,601000000000 
Nguyenbury,2016/09/25 18:02:00,29.26,611000000000 
East Erin,2016/01/20 08:01:00,9.85,6400000000000 
Arnoldview,2016/11/30 04:23:00,30.67,3140000000000 
Arnoldview,2016/09/04 07:46:00,41.38,6510000000000 
New David,2016/01/30 02:35:00,43.31,4910000000000 
Nguyenbury,2016/07/06 23:10:00,43.1,2840000000000 
South Roy,2016/06/10 06:56:00,31.69,7410000000000 
Port Josephfurt,2016/04/04 20:08:00,12.45,6950000000000 
Sandymouth,2016/10/27 09:17:00,30.09,8170000000000 
South Roy,2016/04/08 03:51:00,11.09,2130000000000 
Maryside,2016/08/14 00:46:00,41.92,5600000000000 
Lisatown,2016/01/01 08:51:00,41.61,5610000000000 
Smithhaven,2016/04/26 18:48:00,34.89,3870000000000 
Pearsonberg,2016/01/22 14:41:00,6.71,3470000000000 
South Roy,2016/01/23 12:55:00,38.6,6770000000000 
Kimberlychester,2016/08/02 23:10:00,42.21,6310000000000 
Lake Jennaton,2016/10/29 12:16:00,42.63,1960000000000 
Alyssaberg,2016/02/12 18:57:00,22.64,4890000000000 
Eriktown,2016/09/08 08:52:00,25.66,5370000000000 
New David,2016/03/05 14:14:00,19.92,7530000000000 
